Gyro_X,Gyro_Y,Gyro_Z,Acc_X,Acc_Y,Acc_Z
0.0139,0.0152,0.4135,5.5079,-2.7473,7.8207
0.2848,0.2284,0.4170,6.2884,-2.6576,6.7636
-0.0157,0.0115,0.1545,6.2393,-2.6228,6.4775
0.0368,0.1029,0.0184,6.2058,-2.6863,6.9061
0.0083,-0.0330,-0.1292,5.3486,-2.6420,7.0749
-0.0448,-0.0258,-0.0256,5.0039,-2.6779,7.2281
-0.0767,0.0139,-0.1879,4.8662,-2.6181,7.4615
0.0266,-0.0653,-0.0426,4.4053,-2.6061,7.4328
0.0655,-0.0440,-0.0626,4.9057,-2.5654,7.5298
0.0754,-0.0397,-0.1367,4.5346,-2.3619,7.2317
0.0056,0.0424,-0.0165,4.6603,-2.3212,7.0880
-0.0429,-0.0242,-0.0927,4.6436,-2.2793,7.3095
0.0621,-0.0781,-0.0027,4.5059,-2.2649,7.5369
0.1007,-0.0434,0.0906,5.1990,-2.1332,6.5697
-0.1681,-0.0045,-0.0530,5.1511,-2.1907,6.9109
-0.1047,0.0421,-0.0200,4.6866,-2.2218,7.7117
0.0285,0.0552,0.0701,4.9955,-2.1500,7.2844
-0.0024,0.0418,0.0381,5.1332,-2.0901,7.1742
0.0035,-0.0232,-0.0248,4.8135,-2.2182,7.1982
0.0314,0.1140,0.0549,4.7274,-2.2470,7.1706
0.1370,0.0330,0.0727,4.9548,-2.4313,6.5398
-0.1383,0.0248,0.0384,4.7501,-2.0351,7.0114
-0.0608,0.0528,0.0421,4.7585,-2.5498,7.4304
-0.1876,-0.1300,0.2284,5.2277,-1.5850,8.0325
0.0565,0.1727,0.0301,5.1499,-2.0315,7.7871
-0.0288,0.0290,0.0528,4.8351,-2.2613,7.2018
-0.0879,0.1649,-0.0679,4.3922,-2.7952,7.8925
0.0149,0.0957,0.2004,5.2110,-2.6085,7.6184
0.0658,-0.0024,-0.0136,5.1236,-2.3164,7.1371
-0.0077,-0.0986,0.0781,5.2816,-1.9968,7.0749
0.0373,-0.0021,-0.0706,4.9273,-2.1763,6.8750
-0.1969,-0.2491,0.0549,4.8052,-2.2637,7.1587
0.0306,-0.0240,-0.0091,5.4875,-2.4421,7.2652
-0.0882,-0.0933,-0.1103,4.6088,-2.3655,6.6595
-0.2337,-0.0850,0.0226,5.0470,-2.4014,7.4196
-0.0352,0.0442,-0.0352,5.3534,-2.5786,7.4903
0.0474,-0.0429,0.0282,5.2684,-2.4146,7.0390
-0.0757,-0.0245,0.0751,6.3147,-2.2769,7.1108
-0.0871,-0.0592,-0.2236,6.2513,-2.2063,6.8187
-0.0485,-0.0602,-0.0975,6.3398,-2.2589,6.8750
-0.0301,-0.0120,-0.2731,6.2189,-2.1907,6.2836
-0.1426,-0.0224,-0.1871,5.9795,-2.1835,5.9113
-0.1010,-0.0909,-0.3627,5.2565,-2.0913,5.2996
-0.5500,-0.0421,-0.1988,4.6388,-2.0279,6.7469
-0.1332,-0.0123,0.0999,5.7880,-2.2015,7.7752
-0.1903,-0.0072,-0.1492,5.6874,-1.9656,7.3406
-0.0328,0.0581,-0.0226,5.9508,-2.2087,7.4567
