Gyro_X,Gyro_Y,Gyro_Z,Acc_X,Acc_Y,Acc_Z
-0.1226,0.0021,-0.0173,1.4641,0.2598,8.6850
-0.0967,-0.0616,0.0480,1.4317,0.2586,8.6455
-0.0514,0.0746,0.0008,1.8399,0.4776,8.3330
-0.1207,-0.0706,0.0240,1.5742,0.5471,8.4994
-0.0834,0.0506,-0.0093,2.0303,0.3663,8.7652
-0.0397,0.1100,0.0032,1.0307,0.1999,7.9990
-0.1242,0.1769,0.0552,1.3132,0.0634,7.4711
-0.5167,-0.2185,0.4639,2.7581,-0.4477,8.0026
-0.4154,0.0378,0.7666,18.2977,-2.8683,23.6224
2.3595,-0.3776,-3.7283,19.0171,-7.3023,27.8661
4.3753,-0.6217,-5.5176,-2.8132,-10.9367,8.9220
2.2567,-1.7187,-3.4475,-12.0931,-3.2322,-14.8824
-1.5231,-0.8482,-0.8911,-5.0039,-2.3391,-12.7431
-2.7025,-0.5828,-0.8482,-0.7111,-2.8623,-7.8733
-4.8741,-0.5899,0.3451,1.1265,-4.5502,-3.2956
-4.1773,0.2819,-1.3102,21.6484,-7.4783,27.7656
-1.6814,-0.6249,-3.8264,2.7569,-12.0273,38.6867
2.4472,1.7818,-3.0545,3.8415,-9.7863,29.9527
3.3630,0.3054,-3.3715,-2.4612,-5.6994,9.6917
2.9135,0.4122,-2.4893,-7.5729,-1.5538,-2.3810
1.1916,-0.1194,-1.2510,-8.5150,1.1911,-6.3123
-0.1106,-0.3784,-0.0578,-6.6894,1.5538,-7.1682
-1.3347,0.1868,1.0906,-0.8200,0.7638,-5.0314
-2.3318,1.0152,0.7501,0.9110,-3.0107,-8.4036
-3.7646,1.6497,0.2198,2.1691,-3.6847,-5.9256
-6.2707,-0.5369,-0.3539,1.4210,-7.7740,2.4876
-4.4353,-0.9649,-0.5260,3.9002,-20.1723,39.2254
0.3621,1.9665,-0.2766,-1.7789,-12.4139,27.6937
1.1972,0.4445,0.3603,-1.3348,-4.0606,10.5812
0.7277,-0.3882,0.1865,0.4980,-3.5769,5.3654
0.3275,-0.1164,0.2054,-0.4453,-3.2932,3.9037
-0.0016,-0.2649,0.2329,-0.1664,-3.6835,5.8012
-0.0719,-0.1498,0.3539,0.2598,-4.0869,7.2293
0.0448,0.0679,0.3275,1.5598,-4.0737,8.2277
0.1066,0.0943,0.0059,0.8511,-3.9444,7.7141
0.0461,0.0296,0.0610,-0.1520,-3.7709,7.5657
0.0333,-0.0336,0.0687,-0.3065,-3.8690,8.4779
0.1564,-0.2241,0.1665,-1.3910,-4.1647,9.8426
0.6014,-0.3371,0.4642,-4.3167,-5.0733,12.2858
1.3592,-0.5084,1.0682,-7.6507,-5.6778,12.2595
1.6960,-0.7410,1.9452,-7.3849,-5.0721,10.2041
1.6353,-0.8268,2.7779,-8.4767,-4.2701,6.0705
1.4765,-0.1103,3.8973,-3.1208,-4.8267,6.2118
0.8418,0.9318,3.9975,3.5913,-4.7501,6.6463
0.2681,0.4671,3.9937,1.5778,-6.2979,6.5565
0.4330,0.5172,3.7888,11.0385,-4.4005,8.1199
