Gyro_X,Gyro_Y,Gyro_Z,Acc_X,Acc_Y,Acc_Z
0.5023,2.0861,0.3072,-1.0463,-3.3495,8.9340
1.1948,0.6973,0.9886,0.5626,-3.2286,9.9132
1.0880,0.2515,0.5215,3.5626,-1.6831,3.6895
0.4285,0.5598,0.3541,1.7322,-1.2234,5.7066
0.3211,0.0392,0.3341,4.0259,-1.1037,5.0530
-0.1428,0.0642,-0.1745,3.0502,-1.3408,5.4600
-0.4402,-0.0818,-0.1609,1.1013,-1.7238,8.2349
-0.2276,-0.0802,-0.0253,0.9278,-1.5694,7.9906
-0.2222,0.0783,0.0274,0.3376,-1.0499,8.1511
-0.5902,0.5857,0.2886,1.5921,-1.0977,5.4875
-1.8167,1.3403,0.6105,5.4540,-2.3655,5.8107
-1.7008,0.4040,0.0943,18.0487,-2.6743,19.6289
0.1703,-2.5442,-5.0289,9.4535,-11.5724,39.2254
7.1289,-1.1437,-2.8810,-16.7642,-22.6755,39.2254
7.8167,0.9118,-1.9926,-2.0865,-21.0331,12.1709
7.5646,3.5213,-1.5098,-6.5182,-16.8456,-15.6712
2.4677,3.9839,-0.1985,-18.2079,-11.8968,-39.2266
-5.4478,0.6467,6.4519,-16.9797,-28.8573,-28.6897
-7.2323,-0.5377,8.0741,24.3335,-39.2266,3.9995
-8.0219,2.1551,5.1848,39.2254,-28.6370,13.5105
-6.8316,2.4664,-7.6672,23.8822,-26.2129,1.3060
-7.5659,-1.1948,-6.3226,-36.1836,-38.0199,39.2254
2.0619,0.6344,2.6356,-1.8711,-9.3422,26.8510
3.0249,0.6312,1.8189,13.9283,-2.8491,1.9010
0.9888,0.4719,-0.1098,12.8054,-3.2693,-2.0339
-0.1332,-0.0059,-0.6880,0.0766,-5.0506,2.6456
-0.1695,0.2348,0.2590,3.5805,-5.5510,7.3442
-0.1066,0.2100,0.1522,2.1332,-4.3359,7.6866
0.0144,0.2316,0.2174,3.9911,-3.7852,6.1112
-0.3059,0.3424,-0.1146,3.0179,-4.2557,5.3319
-0.4676,0.4839,0.2606,1.3288,-4.9620,9.3685
-0.0426,0.3150,0.2459,3.7673,-4.6088,7.9871
0.0032,0.3523,0.0759,3.9971,-4.3874,8.2432
0.2987,0.3347,-0.0589,3.5518,-4.3084,8.3378
0.3754,0.2912,-0.0464,3.1855,-4.3898,9.0166
0.9694,0.3874,-0.1410,3.3040,-4.3527,9.4870
1.2822,0.1223,-0.2990,3.4285,-3.7385,9.5972
1.6012,0.5127,-0.6297,4.6998,-2.7330,9.5086
1.8061,-0.0357,-0.9920,2.4756,-2.0877,8.0601
1.3014,-0.1628,-0.9278,1.5024,-0.5950,4.6172
-0.1895,-0.0573,-0.8497,1.8004,0.2047,3.3004
-0.5868,0.6528,-0.5865,1.0738,-0.7063,8.4108
0.0626,0.0845,-0.1380,-0.4118,-1.0187,7.8925
-0.2585,0.2617,0.2196,1.6077,-0.6512,5.9891
-0.6094,0.2142,0.3230,1.6759,-0.7781,6.9324
-0.7861,0.2334,0.4066,2.4505,-1.0379,7.6614
-0.7946,0.1852,0.2561,2.0566,-1.5574,8.3258
-0.5481,0.1138,0.1703,1.8256,-2.2242,11.4275
-0.0179,-0.0290,0.2747,1.1025,-2.0039,9.7229
-0.0376,0.1124,0.3022,2.1057,-2.0530,9.7671
0.1679,0.0418,0.2230,2.2482,-1.7514,8.6311
0.1407,0.0450,0.0885,2.6073,-1.6245,8.2384
0.1234,-0.0203,0.0181,2.3774,-1.5814,7.3538
-0.0554,0.0418,-0.0903,2.4792,-1.7334,7.2185
-0.4002,0.0045,0.2097,1.8040,-1.9381,7.5848
-0.9425,-0.8346,1.5564,11.5796,-1.5945,12.9047
-0.8556,0.3222,-1.7738,28.5724,-4.0905,34.1078
5.8433,-3.7803,-6.9206,1.4700,-19.8671,39.2254
7.4660,1.4655,-4.7566,-14.4311,-22.0650,12.2882
5.4835,3.6596,-1.3867,-10.1490,-14.8800,-8.3342
2.7851,3.8728,-0.1212,-20.9864,-11.2899,-25.1667
-2.1288,2.1980,5.3927,-15.8987,-20.7134,-25.6036
-4.9852,0.1721,7.4370,11.0540,-34.0755,-21.2677
-8.7314,0.8052,6.0631,39.2254,-39.2266,-11.1486
-8.7131,0.5156,-3.9317,25.4947,-21.5466,19.8096
-3.4736,2.7600,0.4796,-13.6877,-25.4396,39.2254
0.5305,1.1295,-0.2691,7.9356,-0.0838,16.2901
1.7120,0.4093,-0.5657,9.3553,-3.0023,3.9971
0.6899,0.3954,-0.4650,2.0542,-4.0211,0.3268
0.1311,0.5868,-0.2742,2.7054,-4.8243,6.5230
0.0035,0.4858,0.2340,2.8431,-4.0857,6.0956
0.1833,0.1609,-0.0410,3.3567,-3.9648,8.9483
0.3515,0.1191,0.1053,3.6571,-3.6428,6.9336
0.3099,0.2289,0.0192,3.0347,-3.0682,6.5374
0.2659,0.1308,0.0685,1.7921,-3.4141,9.2991
0.4048,0.1687,0.3467,2.6037,-2.9760,9.2644
0.5063,0.5929,0.6555,4.4807,-2.3547,10.0928
0.6931,0.6153,-0.2254,7.0114,-1.8675,12.9323
1.2281,0.7077,-0.4346,2.5199,-1.7609,9.6845
1.1730,1.0296,-0.3328,2.4541,-1.2103,7.9930
1.1026,0.5556,-0.2467,1.4856,-1.2617,6.1914
0.7325,0.4509,-0.1569,1.3276,-0.6859,5.6671
0.1359,0.1881,-0.0032,1.2270,-0.3567,5.7114
0.1108,0.3688,-0.0296,1.5610,-0.6416,7.6279
-0.0477,0.0813,-0.0450,0.6692,-0.4537,7.3011
-0.1247,0.3651,0.1767,0.2801,-0.4034,8.0230
-0.1282,0.0925,0.2406,1.6436,-0.0215,8.2600
-0.0354,0.1593,-0.0216,1.3431,0.0204,8.8609
-0.0261,0.0171,0.0682,0.6835,0.2933,8.5916
-0.0144,0.0925,-0.0048,1.5826,0.1053,9.2273
0.0791,-0.1066,-0.0802,1.0666,0.0778,8.9735
0.1604,-0.0157,-0.0560,0.9349,0.3567,8.6742
0.0847,-0.0211,-0.1026,1.5455,0.4573,8.5281
0.0714,0.0634,-0.1919,1.2426,0.3759,6.5553
-0.5617,0.7794,0.3752,0.6069,0.5770,0.6608
-3.2071,0.4040,1.2207,7.6830,-0.3508,3.7840
-2.0811,0.0474,-2.0528,28.1223,-3.3722,28.6323
2.6931,-1.5833,-7.5833,-1.1360,-21.2390,39.2254
7.1356,0.3459,-2.5634,-17.6441,-21.3347,22.1308
6.9946,2.9969,-0.2281,-12.3972,-18.0451,1.1851
4.8773,3.9380,0.9363,-9.5217,-15.1876,-34.4645
-3.2450,2.0635,4.4243,-13.8445,-18.2199,-39.2266
-8.7314,0.1700,6.2334,22.7892,-39.2266,-33.8205
-8.7314,-1.0773,2.9473,36.0184,-39.2266,29.5337
-6.1966,-0.1593,-3.2122,22.5941,-24.8518,39.2254
-0.5127,-0.6832,-0.8021,-9.6857,-6.6858,37.3017
-0.0629,0.9355,0.0133,-1.9249,-8.0206,22.9065
0.6446,0.3392,0.6635,-0.1975,-5.7784,9.7061
